condition,node_id,depth,is_leaf,feature_index,feature,feature_group,threshold,left_child,right_child,impurity,weighted_samples,predicted_class,class_weights
B_DECISION_TREE,21,5,True,,,,,,,0.6483683164819622,9.076304543409805,4,0.22494471|0|0.36914003|0.40591526
B_DECISION_TREE,22,4,True,,,,,,,0.4190985986617839,8.407557354925775,4,0|0|0.2988764|0.7011236
B_DECISION_TREE,23,2,False,110.0,going,textual,0.030234171077609062,24.0,25.0,0.6653246571619179,34.6568385847562,2,0.23564373|0.49177822|0.14501153|0.12756653
B_DECISION_TREE,24,3,True,,,,,,,0.5377441419549815,24.47093259207103,2,0.29201312|0.60941868|0.068457288|0.030110912
B_DECISION_TREE,25,3,True,,,,,,,0.7071919161127297,10.185905992685168,4,0.10022018|0.20915516|0.32892777|0.36169689
B_DECISION_TREE,26,1,False,253.0,symptoms,textual,0.16354601830244064,27.0,32.0,0.6568954917002687,88.45818909034011,1,0.41545051|0.3853454|0.13256541|0.066638679
B_DECISION_TREE,27,2,False,23.0,attention,textual,0.027454694733023643,28.0,31.0,0.6119159377437771,55.70687867941873,2,0.29320137|0.5354112|0.10525178|0.066135648
B_DECISION_TREE,28,3,False,301.0,hedge_score,handcrafted_linguistic,2.2715572118759155,29.0,30.0,0.6779856424749002,33.92568674333548,1,0.39117361|0.37678261|0.12344729|0.10859649
B_DECISION_TREE,29,4,True,,,,,,,0.6171885719986395,15.185987893367756,2,0.13444411|0.56115804|0.11031312|0.19408473
B_DECISION_TREE,30,4,True,,,,,,,0.5697135851451909,18.73969884996773,1,0.5992181|0.22737129|0.13409076|0.039319848
B_DECISION_TREE,31,3,True,,,,,,,0.36203112682741345,21.78119193608324,2,0.14060296|0.78248602|0.076911019|0
B_DECISION_TREE,32,2,False,253.0,symptoms,textual,0.19326011836528778,33.0,34.0,0.5578612538163653,32.75131041092139,1,0.62338473|0.13009768|0.17902331|0.067494286
B_DECISION_TREE,33,3,True,,,,,,,0.5482952949219666,8.824983130904183,3,0.34702616|0|0.56947883|0.083495016
B_DECISION_TREE,34,3,False,9.0,adhd,textual,0.14157240837812424,35.0,36.0,0.4371828634478655,23.926327280017205,1,0.72531678|0.17808289|0.035007748|0.061592579
B_DECISION_TREE,35,4,True,,,,,,,0.14015857685137334,11.04594017094017,1,0.92417062|0|0.075829384|0
B_DECISION_TREE,36,4,True,,,,,,,0.5696937474460146,12.88038710907704,1,0.55478405|0.33080291|0|0.11441304
