condition,fold,class_label,feature_index,feature,feature_group,weight_type,weight,absolute_weight,direction,absolute_rank,positive_rank,negative_rank
A_COMPLEMENT_NB,1,1,183,non,textual,complement_log_weight,6.597350012131279,6.597350012131279,positive,25,25,276
A_COMPLEMENT_NB,1,1,48,condition,textual,complement_log_weight,6.595936430561176,6.595936430561176,positive,26,26,275
A_COMPLEMENT_NB,1,1,168,maybe,textual,complement_log_weight,6.591123162466995,6.591123162466995,positive,27,27,274
A_COMPLEMENT_NB,1,1,45,come,textual,complement_log_weight,6.588871503768593,6.588871503768593,positive,28,28,273
A_COMPLEMENT_NB,1,1,197,phone,textual,complement_log_weight,6.577001575797368,6.577001575797368,positive,29,29,272
A_COMPLEMENT_NB,1,1,17,adult,textual,complement_log_weight,6.55317218725106,6.55317218725106,positive,30,30,271
A_COMPLEMENT_NB,1,1,52,criteria,textual,complement_log_weight,6.542749017049003,6.542749017049003,positive,31,31,270
A_COMPLEMENT_NB,1,1,242,structure,textual,complement_log_weight,6.53795969766801,6.53795969766801,positive,32,32,269
A_COMPLEMENT_NB,1,1,99,feelings,textual,complement_log_weight,6.53162841690922,6.53162841690922,positive,33,33,268
A_COMPLEMENT_NB,1,1,89,experts,textual,complement_log_weight,6.530970597801151,6.530970597801151,positive,34,34,267
A_COMPLEMENT_NB,1,1,12,adhd medication,textual,complement_log_weight,6.499278462109508,6.499278462109508,positive,35,35,266
A_COMPLEMENT_NB,1,1,13,adhd real,textual,complement_log_weight,6.4820298845397515,6.4820298845397515,positive,36,36,265
A_COMPLEMENT_NB,1,1,235,sort,textual,complement_log_weight,6.47022232613957,6.47022232613957,positive,37,37,264
A_COMPLEMENT_NB,1,1,85,executive,textual,complement_log_weight,6.4572491089842785,6.4572491089842785,positive,38,38,263
A_COMPLEMENT_NB,1,1,200,poor,textual,complement_log_weight,6.452072773798703,6.452072773798703,positive,39,39,262
A_COMPLEMENT_NB,1,1,172,medications,textual,complement_log_weight,6.450350385894158,6.450350385894158,positive,40,40,261
A_COMPLEMENT_NB,1,1,7,adhd autism,textual,complement_log_weight,6.443193614694907,6.443193614694907,positive,41,41,260
A_COMPLEMENT_NB,1,1,263,things like,textual,complement_log_weight,6.419215618298107,6.419215618298107,positive,42,42,259
A_COMPLEMENT_NB,1,1,276,turn,textual,complement_log_weight,6.415717912592636,6.415717912592636,positive,43,43,258
A_COMPLEMENT_NB,1,1,256,tasks,textual,complement_log_weight,6.400679253758968,6.400679253758968,positive,44,44,257
A_COMPLEMENT_NB,1,1,41,certain,textual,complement_log_weight,6.400189838777356,6.400189838777356,positive,45,45,256
A_COMPLEMENT_NB,1,1,76,easily,textual,complement_log_weight,6.385828816423531,6.385828816423531,positive,46,46,255
A_COMPLEMENT_NB,1,1,269,treated,textual,complement_log_weight,6.37784347142839,6.37784347142839,positive,47,47,254
A_COMPLEMENT_NB,1,1,132,inattention,textual,complement_log_weight,6.373529180541084,6.373529180541084,positive,48,48,253
A_COMPLEMENT_NB,1,1,188,options,textual,complement_log_weight,6.370111568987701,6.370111568987701,positive,49,49,252
A_COMPLEMENT_NB,1,1,77,eating,textual,complement_log_weight,6.362322202788327,6.362322202788327,positive,50,50,251
A_COMPLEMENT_NB,1,1,9,adhd diagnosis,textual,complement_log_weight,6.358722791807543,6.358722791807543,positive,51,51,250
A_COMPLEMENT_NB,1,1,286,ve got,textual,complement_log_weight,6.357737381456251,6.357737381456251,positive,52,52,249
A_COMPLEMENT_NB,1,1,18,adults,textual,complement_log_weight,6.350067475663428,6.350067475663428,positive,53,53,248
A_COMPLEMENT_NB,1,1,20,anger,textual,complement_log_weight,6.339565700833137,6.339565700833137,positive,54,54,247
A_COMPLEMENT_NB,1,1,94,family,textual,complement_log_weight,6.336138397443787,6.336138397443787,positive,55,55,246
A_COMPLEMENT_NB,1,1,164,make sure,textual,complement_log_weight,6.329253199079214,6.329253199079214,positive,56,56,245
A_COMPLEMENT_NB,1,1,2,activity,textual,complement_log_weight,6.322456765900388,6.322456765900388,positive,57,57,244
A_COMPLEMENT_NB,1,1,178,moving,textual,complement_log_weight,6.322013381429037,6.322013381429037,positive,58,58,243
A_COMPLEMENT_NB,1,1,102,follow,textual,complement_log_weight,6.320533571337983,6.320533571337983,positive,59,59,242
A_COMPLEMENT_NB,1,1,190,parents,textual,complement_log_weight,6.313955221951388,6.313955221951388,positive,60,60,241
A_COMPLEMENT_NB,1,1,214,research,textual,complement_log_weight,6.313519568604008,6.313519568604008,positive,61,61,240
A_COMPLEMENT_NB,1,1,65,disorders,textual,complement_log_weight,6.308813172689706,6.308813172689706,positive,62,62,239
A_COMPLEMENT_NB,1,1,27,autistic,textual,complement_log_weight,6.3088066145816635,6.3088066145816635,positive,63,63,238
A_COMPLEMENT_NB,1,1,174,mental,textual,complement_log_weight,6.297009378266976,6.297009378266976,positive,64,64,237
A_COMPLEMENT_NB,1,1,247,sugar,textual,complement_log_weight,6.291132280692462,6.291132280692462,positive,65,65,236
A_COMPLEMENT_NB,1,1,204,problems,textual,complement_log_weight,6.28864368057429,6.28864368057429,positive,66,66,235
A_COMPLEMENT_NB,1,1,159,looking,textual,complement_log_weight,6.27531459578453,6.27531459578453,positive,67,67,234
A_COMPLEMENT_NB,1,1,130,impulsive,textual,complement_log_weight,6.2611219179055535,6.2611219179055535,positive,68,68,233
A_COMPLEMENT_NB,1,1,136,instead,textual,complement_log_weight,6.252655839549263,6.252655839549263,positive,69,69,232
A_COMPLEMENT_NB,1,1,151,light,textual,complement_log_weight,6.241920693045595,6.241920693045595,positive,70,70,231
A_COMPLEMENT_NB,1,1,201,present,textual,complement_log_weight,6.241296998287398,6.241296998287398,positive,71,71,230
A_COMPLEMENT_NB,1,1,252,taking,textual,complement_log_weight,6.236678204770163,6.236678204770163,positive,72,72,229
A_COMPLEMENT_NB,1,1,246,study,textual,complement_log_weight,6.236658653898998,6.236658653898998,positive,73,73,228
A_COMPLEMENT_NB,1,1,100,feels,textual,complement_log_weight,6.236400681058602,6.236400681058602,positive,74,74,227
A_COMPLEMENT_NB,1,1,234,social,textual,complement_log_weight,6.234501597937394,6.234501597937394,positive,75,75,226
A_COMPLEMENT_NB,1,1,241,stress,textual,complement_log_weight,6.231800093385306,6.231800093385306,positive,76,76,225
A_COMPLEMENT_NB,1,1,42,challenges,textual,complement_log_weight,6.230612117770697,6.230612117770697,positive,77,77,224
A_COMPLEMENT_NB,1,1,227,sep adhd,textual,complement_log_weight,6.229066894123954,6.229066894123954,positive,78,78,223
A_COMPLEMENT_NB,1,1,186,oh,textual,complement_log_weight,6.218767038858184,6.218767038858184,positive,79,79,222
A_COMPLEMENT_NB,1,1,78,effects,textual,complement_log_weight,6.214849424289924,6.214849424289924,positive,80,80,221
A_COMPLEMENT_NB,1,1,244,struggles,textual,complement_log_weight,6.202770058602139,6.202770058602139,positive,81,81,220
A_COMPLEMENT_NB,1,1,97,feel like,textual,complement_log_weight,6.187577331799829,6.187577331799829,positive,82,82,219
A_COMPLEMENT_NB,1,1,248,support,textual,complement_log_weight,6.182968441466763,6.182968441466763,positive,83,83,218
A_COMPLEMENT_NB,1,1,210,regulation,textual,complement_log_weight,6.182568241192986,6.182568241192986,positive,84,84,217
A_COMPLEMENT_NB,1,1,217,saying,textual,complement_log_weight,6.1814236476440225,6.1814236476440225,positive,85,85,216
A_COMPLEMENT_NB,1,1,135,information,textual,complement_log_weight,6.180643263775042,6.180643263775042,positive,86,86,215
A_COMPLEMENT_NB,1,1,225,sensory,textual,complement_log_weight,6.176001256728648,6.176001256728648,positive,87,87,214
A_COMPLEMENT_NB,1,1,140,job,textual,complement_log_weight,6.174332635603987,6.174332635603987,positive,88,88,213
A_COMPLEMENT_NB,1,1,35,blindness,textual,complement_log_weight,6.173107815871898,6.173107815871898,positive,89,89,211
A_COMPLEMENT_NB,1,1,267,time blindness,textual,complement_log_weight,6.173107815871898,6.173107815871898,positive,89,89,211
A_COMPLEMENT_NB,1,1,279,unable,textual,complement_log_weight,6.172842525620491,6.172842525620491,positive,91,91,210
A_COMPLEMENT_NB,1,1,122,higher,textual,complement_log_weight,6.171044037895758,6.171044037895758,positive,92,92,209
A_COMPLEMENT_NB,1,1,58,did,textual,complement_log_weight,6.170813897840696,6.170813897840696,positive,93,93,208
A_COMPLEMENT_NB,1,1,275,trying,textual,complement_log_weight,6.1673768181109,6.1673768181109,positive,94,94,207
A_COMPLEMENT_NB,1,1,25,audhd,textual,complement_log_weight,6.162106816760113,6.162106816760113,positive,95,95,206
A_COMPLEMENT_NB,1,1,66,distracted,textual,complement_log_weight,6.1553012848298225,6.1553012848298225,positive,96,96,205
A_COMPLEMENT_NB,1,1,116,having,textual,complement_log_weight,6.153168634246873,6.153168634246873,positive,97,97,204
A_COMPLEMENT_NB,1,1,10,adhd just,textual,complement_log_weight,6.152414707696932,6.152414707696932,positive,98,98,203
A_COMPLEMENT_NB,1,1,218,school,textual,complement_log_weight,6.146254031389405,6.146254031389405,positive,99,99,202
A_COMPLEMENT_NB,1,1,260,therapy,textual,complement_log_weight,6.137240571872242,6.137240571872242,positive,100,100,201
A_COMPLEMENT_NB,1,1,147,late,textual,complement_log_weight,6.13304918790543,6.13304918790543,positive,101,101,200
A_COMPLEMENT_NB,1,1,189,overwhelmed,textual,complement_log_weight,6.1272696410014325,6.1272696410014325,positive,102,102,199
A_COMPLEMENT_NB,1,1,118,hear,textual,complement_log_weight,6.126004409451918,6.126004409451918,positive,103,103,198
A_COMPLEMENT_NB,1,1,125,hyper,textual,complement_log_weight,6.121917146294309,6.121917146294309,positive,104,104,197
A_COMPLEMENT_NB,1,1,63,difficulty,textual,complement_log_weight,6.107219908624509,6.107219908624509,positive,105,105,196
A_COMPLEMENT_NB,1,1,283,using,textual,complement_log_weight,6.090093501435784,6.090093501435784,positive,106,106,195
A_COMPLEMENT_NB,1,1,185,ocd,textual,complement_log_weight,6.087449981136366,6.087449981136366,positive,107,107,194
A_COMPLEMENT_NB,1,1,80,emotions,textual,complement_log_weight,6.076212414106655,6.076212414106655,positive,108,108,193
A_COMPLEMENT_NB,1,1,91,explain,textual,complement_log_weight,6.074239358223923,6.074239358223923,positive,109,109,192
A_COMPLEMENT_NB,1,1,19,affects,textual,complement_log_weight,6.06986347084801,6.06986347084801,positive,110,110,191
A_COMPLEMENT_NB,1,1,6,adhd adhd,textual,complement_log_weight,6.069441708380308,6.069441708380308,positive,111,111,190
A_COMPLEMENT_NB,1,1,176,minutes,textual,complement_log_weight,6.067506919798738,6.067506919798738,positive,112,112,189
A_COMPLEMENT_NB,1,1,92,explained,textual,complement_log_weight,6.064516982688623,6.064516982688623,positive,113,113,188
A_COMPLEMENT_NB,1,1,75,early,textual,complement_log_weight,6.062595347832203,6.062595347832203,positive,114,114,187
A_COMPLEMENT_NB,1,1,81,end,textual,complement_log_weight,6.053418323903945,6.053418323903945,positive,115,115,186
A_COMPLEMENT_NB,1,1,144,kind,textual,complement_log_weight,6.052317762214169,6.052317762214169,positive,116,116,185
A_COMPLEMENT_NB,1,1,106,friends,textual,complement_log_weight,6.0315610362885215,6.0315610362885215,positive,117,117,184
A_COMPLEMENT_NB,1,1,175,mind,textual,complement_log_weight,6.0259457169318535,6.0259457169318535,positive,118,118,183
A_COMPLEMENT_NB,1,1,205,protein,textual,complement_log_weight,6.0189667506078965,6.0189667506078965,positive,119,119,182
A_COMPLEMENT_NB,1,1,133,inattentive,textual,complement_log_weight,6.011728098368919,6.011728098368919,positive,120,120,181
A_COMPLEMENT_NB,1,1,295,world,textual,complement_log_weight,6.009747204713949,6.009747204713949,positive,121,121,180
A_COMPLEMENT_NB,1,1,123,highly,textual,complement_log_weight,6.006466417126186,6.006466417126186,positive,122,122,179
A_COMPLEMENT_NB,1,1,74,drugs,textual,complement_log_weight,6.00139443871966,6.00139443871966,positive,123,123,178
A_COMPLEMENT_NB,1,1,137,intense,textual,complement_log_weight,5.999859569602788,5.999859569602788,positive,124,124,177
A_COMPLEMENT_NB,1,1,219,second,textual,complement_log_weight,5.998447164748018,5.998447164748018,positive,125,125,176
A_COMPLEMENT_NB,1,1,284,usually,textual,complement_log_weight,5.996819384436056,5.996819384436056,positive,126,126,175
A_COMPLEMENT_NB,1,1,70,doing,textual,complement_log_weight,5.996095025307162,5.996095025307162,positive,127,127,174
A_COMPLEMENT_NB,1,1,29,behavior,textual,complement_log_weight,5.99214691457533,5.99214691457533,positive,128,128,173
A_COMPLEMENT_NB,1,1,60,difference,textual,complement_log_weight,5.992066886665069,5.992066886665069,positive,129,129,172
A_COMPLEMENT_NB,1,1,280,understand,textual,complement_log_weight,5.990035907472967,5.990035907472967,positive,130,130,171
A_COMPLEMENT_NB,1,1,182,neurotypical person,textual,complement_log_weight,5.98909465342313,5.98909465342313,positive,131,131,170
A_COMPLEMENT_NB,1,1,165,making,textual,complement_log_weight,5.988483641493058,5.988483641493058,positive,132,132,169
A_COMPLEMENT_NB,1,1,142,kid,textual,complement_log_weight,5.97927198623827,5.97927198623827,positive,133,133,168
A_COMPLEMENT_NB,1,1,126,hyperactive,textual,complement_log_weight,5.975316552175352,5.975316552175352,positive,134,134,167
A_COMPLEMENT_NB,1,1,46,comes,textual,complement_log_weight,5.966564497679644,5.966564497679644,positive,135,135,166
A_COMPLEMENT_NB,1,1,288,wait,textual,complement_log_weight,5.966288651895774,5.966288651895774,positive,136,136,165
A_COMPLEMENT_NB,1,1,268,treat,textual,complement_log_weight,5.954680291198663,5.954680291198663,positive,137,137,164
A_COMPLEMENT_NB,1,1,228,short,textual,complement_log_weight,5.953070518681683,5.953070518681683,positive,138,138,163
A_COMPLEMENT_NB,1,1,298,इपर,textual,complement_log_weight,5.948778787459008,5.948778787459008,positive,139,139,162
A_COMPLEMENT_NB,1,1,88,experience,textual,complement_log_weight,5.936204912988795,5.936204912988795,positive,140,140,161
A_COMPLEMENT_NB,1,1,271,treating adhd,textual,complement_log_weight,5.932708083732025,5.932708083732025,positive,141,141,160
A_COMPLEMENT_NB,1,1,93,fact,textual,complement_log_weight,5.931790086255534,5.931790086255534,positive,142,142,159
A_COMPLEMENT_NB,1,1,146,lack,textual,complement_log_weight,5.931635513197607,5.931635513197607,positive,143,143,158
A_COMPLEMENT_NB,1,1,293,won,textual,complement_log_weight,5.931598632320334,5.931598632320334,positive,144,144,157
A_COMPLEMENT_NB,1,1,148,lead,textual,complement_log_weight,5.9315160691610025,5.9315160691610025,positive,145,145,156
A_COMPLEMENT_NB,1,1,199,playing,textual,complement_log_weight,5.926269799790105,5.926269799790105,positive,146,146,155
A_COMPLEMENT_NB,1,1,249,sure,textual,complement_log_weight,5.922943344426274,5.922943344426274,positive,147,147,154
A_COMPLEMENT_NB,1,1,49,constantly,textual,complement_log_weight,5.921174588061291,5.921174588061291,positive,148,148,153
A_COMPLEMENT_NB,1,1,112,great,textual,complement_log_weight,5.920282351806986,5.920282351806986,positive,149,149,152
A_COMPLEMENT_NB,1,1,220,seen,textual,complement_log_weight,5.914571690953789,5.914571690953789,positive,150,150,151
A_COMPLEMENT_NB,1,1,272,treatment,textual,complement_log_weight,5.9136292050467505,5.9136292050467505,positive,151,151,150
A_COMPLEMENT_NB,1,1,62,differently,textual,complement_log_weight,5.909883649368249,5.909883649368249,positive,152,152,149
A_COMPLEMENT_NB,1,1,54,deficit,textual,complement_log_weight,5.909856077288685,5.909856077288685,positive,153,153,148
A_COMPLEMENT_NB,1,1,243,struggle,textual,complement_log_weight,5.896103245015252,5.896103245015252,positive,154,154,147
A_COMPLEMENT_NB,1,1,206,psychiatrist,textual,complement_log_weight,5.892276965378796,5.892276965378796,positive,155,155,146
A_COMPLEMENT_NB,1,1,84,example,textual,complement_log_weight,5.888901609503516,5.888901609503516,positive,156,156,145
A_COMPLEMENT_NB,1,1,50,control,textual,complement_log_weight,5.885217179706813,5.885217179706813,positive,157,157,144
A_COMPLEMENT_NB,1,1,143,kids,textual,complement_log_weight,5.882239313115912,5.882239313115912,positive,158,158,143
A_COMPLEMENT_NB,1,1,38,brains,textual,complement_log_weight,5.8767767249320455,5.8767767249320455,positive,159,159,142
A_COMPLEMENT_NB,1,1,8,adhd brain,textual,complement_log_weight,5.876597822144552,5.876597822144552,positive,160,160,141
A_COMPLEMENT_NB,1,1,23,anxiety,textual,complement_log_weight,5.875872232509019,5.875872232509019,positive,161,161,140
A_COMPLEMENT_NB,1,1,155,little bit,textual,complement_log_weight,5.867878618814943,5.867878618814943,positive,162,162,139
A_COMPLEMENT_NB,1,1,193,pay attention,textual,complement_log_weight,5.8627366822696665,5.8627366822696665,positive,163,163,138
A_COMPLEMENT_NB,1,1,40,care,textual,complement_log_weight,5.858608699396315,5.858608699396315,positive,164,164,137
A_COMPLEMENT_NB,1,1,239,stop,textual,complement_log_weight,5.856959602407918,5.856959602407918,positive,165,165,136
A_COMPLEMENT_NB,1,1,98,feeling,textual,complement_log_weight,5.853584920229947,5.853584920229947,positive,166,166,135
A_COMPLEMENT_NB,1,1,120,helps,textual,complement_log_weight,5.853174695549426,5.853174695549426,positive,167,167,134
A_COMPLEMENT_NB,1,1,150,life,textual,complement_log_weight,5.847139715921444,5.847139715921444,positive,168,168,133
A_COMPLEMENT_NB,1,1,179,music,textual,complement_log_weight,5.845240290421466,5.845240290421466,positive,169,169,132
A_COMPLEMENT_NB,1,1,270,treating,textual,complement_log_weight,5.840642336855601,5.840642336855601,positive,170,170,131
A_COMPLEMENT_NB,1,1,87,exercise,textual,complement_log_weight,5.840496895628502,5.840496895628502,positive,171,171,130
A_COMPLEMENT_NB,1,1,259,term,textual,complement_log_weight,5.827744612001917,5.827744612001917,positive,172,172,129
A_COMPLEMENT_NB,1,1,105,friend,textual,complement_log_weight,5.824091880215556,5.824091880215556,positive,173,173,128
A_COMPLEMENT_NB,1,1,33,big,textual,complement_log_weight,5.824020549787189,5.824020549787189,positive,174,174,127
A_COMPLEMENT_NB,1,1,124,home,textual,complement_log_weight,5.817938612863329,5.817938612863329,positive,175,175,126
A_COMPLEMENT_NB,1,1,138,isn,textual,complement_log_weight,5.814790383870029,5.814790383870029,positive,176,176,125
A_COMPLEMENT_NB,1,1,161,love,textual,complement_log_weight,5.8131207812031835,5.8131207812031835,positive,177,177,124
A_COMPLEMENT_NB,1,1,212,relationships,textual,complement_log_weight,5.8100213719929865,5.8100213719929865,positive,178,178,123
A_COMPLEMENT_NB,1,1,83,everybody,textual,complement_log_weight,5.805876611626351,5.805876611626351,positive,179,179,122
A_COMPLEMENT_NB,1,1,202,probably,textual,complement_log_weight,5.7954382032604705,5.7954382032604705,positive,180,180,121
A_COMPLEMENT_NB,1,1,113,happens,textual,complement_log_weight,5.794513925050649,5.794513925050649,positive,181,181,120
A_COMPLEMENT_NB,1,1,28,bad,textual,complement_log_weight,5.791610336875299,5.791610336875299,positive,182,182,119
A_COMPLEMENT_NB,1,1,254,talking,textual,complement_log_weight,5.784937345487517,5.784937345487517,positive,183,183,118
A_COMPLEMENT_NB,1,1,222,sense,textual,complement_log_weight,5.77968322237988,5.77968322237988,positive,184,184,117
A_COMPLEMENT_NB,1,1,240,strategies,textual,complement_log_weight,5.774252148964877,5.774252148964877,positive,185,185,116
A_COMPLEMENT_NB,1,1,170,means,textual,complement_log_weight,5.773446324734398,5.773446324734398,positive,186,186,115
A_COMPLEMENT_NB,1,1,26,autism,textual,complement_log_weight,5.759325456308846,5.759325456308846,positive,187,187,114
A_COMPLEMENT_NB,1,1,297,years,textual,complement_log_weight,5.758107641679824,5.758107641679824,positive,188,188,113
A_COMPLEMENT_NB,1,1,265,thinking,textual,complement_log_weight,5.757143710972383,5.757143710972383,positive,189,189,112
A_COMPLEMENT_NB,1,1,79,emotional,textual,complement_log_weight,5.750618451625954,5.750618451625954,positive,190,190,111
A_COMPLEMENT_NB,1,1,36,body,textual,complement_log_weight,5.735923835099607,5.735923835099607,positive,191,191,110
A_COMPLEMENT_NB,1,1,39,called,textual,complement_log_weight,5.721321323516735,5.721321323516735,positive,192,192,109
A_COMPLEMENT_NB,1,1,181,neurotypical,textual,complement_log_weight,5.707469256825256,5.707469256825256,positive,193,193,108
A_COMPLEMENT_NB,1,1,169,mean,textual,complement_log_weight,5.699510105859955,5.699510105859955,positive,194,194,107
A_COMPLEMENT_NB,1,1,237,stimulant,textual,complement_log_weight,5.693408571136549,5.693408571136549,positive,195,195,106
A_COMPLEMENT_NB,1,1,154,little,textual,complement_log_weight,5.688804403289134,5.688804403289134,positive,196,196,105
A_COMPLEMENT_NB,1,1,177,motivation,textual,complement_log_weight,5.685359287269424,5.685359287269424,positive,197,197,104
A_COMPLEMENT_NB,1,1,73,dr,textual,complement_log_weight,5.675931918209551,5.675931918209551,positive,198,198,103
A_COMPLEMENT_NB,1,1,299,एक,textual,complement_log_weight,5.675650899952717,5.675650899952717,positive,199,199,102
A_COMPLEMENT_NB,1,1,258,tend,textual,complement_log_weight,5.675498309904918,5.675498309904918,positive,200,200,101
A_COMPLEMENT_NB,1,1,192,pay,textual,complement_log_weight,5.674652946212643,5.674652946212643,positive,201,201,100
A_COMPLEMENT_NB,1,1,67,doctor,textual,complement_log_weight,5.669363682975654,5.669363682975654,positive,202,202,99
A_COMPLEMENT_NB,1,1,223,sensitive,textual,complement_log_weight,5.668915698483804,5.668915698483804,positive,203,203,98
A_COMPLEMENT_NB,1,1,296,yeah,textual,complement_log_weight,5.668355331625947,5.668355331625947,positive,204,204,97
A_COMPLEMENT_NB,1,1,198,physical,textual,complement_log_weight,5.667203340815335,5.667203340815335,positive,205,205,96
A_COMPLEMENT_NB,1,1,231,signs adhd,textual,complement_log_weight,5.666753279515838,5.666753279515838,positive,206,206,95
A_COMPLEMENT_NB,1,1,255,task,textual,complement_log_weight,5.6583691518374994,5.6583691518374994,positive,207,207,94
A_COMPLEMENT_NB,1,1,95,fast,textual,complement_log_weight,5.650225228038432,5.650225228038432,positive,208,208,93
A_COMPLEMENT_NB,1,1,16,adhd women,textual,complement_log_weight,5.643506905142688,5.643506905142688,positive,209,209,92
A_COMPLEMENT_NB,1,1,251,symptoms adhd,textual,complement_log_weight,5.64203439109513,5.64203439109513,positive,210,210,91
A_COMPLEMENT_NB,1,1,257,tell,textual,complement_log_weight,5.6413438339669835,5.6413438339669835,positive,211,211,90
A_COMPLEMENT_NB,1,1,32,better,textual,complement_log_weight,5.638436956236989,5.638436956236989,positive,212,212,89
A_COMPLEMENT_NB,1,1,121,high,textual,complement_log_weight,5.631630942296015,5.631630942296015,positive,213,213,88
A_COMPLEMENT_NB,1,1,274,try,textual,complement_log_weight,5.630740950260551,5.630740950260551,positive,214,214,87
A_COMPLEMENT_NB,1,1,232,sit,textual,complement_log_weight,5.630320049358505,5.630320049358505,positive,215,215,86
A_COMPLEMENT_NB,1,1,291,ways,textual,complement_log_weight,5.610159505855056,5.610159505855056,positive,216,216,85
A_COMPLEMENT_NB,1,1,230,signs,textual,complement_log_weight,5.5980386218736955,5.5980386218736955,positive,217,217,84
A_COMPLEMENT_NB,1,1,157,long,textual,complement_log_weight,5.5952551988392845,5.5952551988392845,positive,218,218,83
A_COMPLEMENT_NB,1,1,221,self,textual,complement_log_weight,5.587175208580696,5.587175208580696,positive,219,219,82
A_COMPLEMENT_NB,1,1,44,children,textual,complement_log_weight,5.585647317430424,5.585647317430424,positive,220,220,81
A_COMPLEMENT_NB,1,1,57,diagnosis,textual,complement_log_weight,5.570098378875448,5.570098378875448,positive,221,221,80
A_COMPLEMENT_NB,1,1,111,got,textual,complement_log_weight,5.56619538593536,5.56619538593536,positive,222,222,79
A_COMPLEMENT_NB,1,1,68,does,textual,complement_log_weight,5.563985815238933,5.563985815238933,positive,223,223,78
A_COMPLEMENT_NB,1,1,253,talk,textual,complement_log_weight,5.562356610514828,5.562356610514828,positive,224,224,77
A_COMPLEMENT_NB,1,1,104,forget,textual,complement_log_weight,5.552828696228993,5.552828696228993,positive,225,225,76
A_COMPLEMENT_NB,1,1,187,okay,textual,complement_log_weight,5.54110253393304,5.54110253393304,positive,226,226,75
A_COMPLEMENT_NB,1,1,114,hard,textual,complement_log_weight,5.540798396935049,5.540798396935049,positive,227,227,74
A_COMPLEMENT_NB,1,1,278,um,textual,complement_log_weight,5.536848426462175,5.536848426462175,positive,228,228,73
A_COMPLEMENT_NB,1,1,108,getting,textual,complement_log_weight,5.536628785883523,5.536628785883523,positive,229,229,72
A_COMPLEMENT_NB,1,1,287,video,textual,complement_log_weight,5.5359935641017515,5.5359935641017515,positive,230,230,71
A_COMPLEMENT_NB,1,1,129,important,textual,complement_log_weight,5.535429109120564,5.535429109120564,positive,231,231,70
A_COMPLEMENT_NB,1,1,139,issues,textual,complement_log_weight,5.535121200561798,5.535121200561798,positive,232,232,69
A_COMPLEMENT_NB,1,1,236,start,textual,complement_log_weight,5.53061773552906,5.53061773552906,positive,233,233,68
